HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.SUBJECT-FILE,Input.category1,Input.filename1,Input.item1,Input.Tar_typ1,Input.Dis_Typ1,Input.Sim-Dif1,Input.Dis_num1,Input.Tarpic1,Input.dispic1,Input.leftpic1,Input.rightpic1,Input.compare-image1,Input.category2,Input.filename2,Input.item2,Input.Tar_typ2,Input.Dis_Typ2,Input.Sim-Dif2,Input.Dis_num2,Input.Tarpic2,Input.dispic2,Input.leftpic2,Input.rightpic2,Input.compare-image2,Input.category3,Input.filename3,Input.item3,Input.Tar_typ3,Input.Dis_Typ3,Input.Sim-Dif3,Input.Dis_num3,Input.Tarpic3,Input.dispic3,Input.leftpic3,Input.rightpic3,Input.compare-image3,Input.category4,Input.filename4,Input.item4,Input.Tar_typ4,Input.Dis_Typ4,Input.Sim-Dif4,Input.Dis_num4,Input.Tarpic4,Input.dispic4,Input.leftpic4,Input.rightpic4,Input.compare-image4,Answer.Dis_Typ,Answer.Dis_num,Answer.SUBJECT-FILE,Answer.Sim-Dif,Answer.Tar_typ,Answer.Tarpic,Answer.category,Answer.compare-image,Answer.dispic,Answer.filename,Answer.im1response,Answer.im2response,Answer.im3response,Answer.im4response,Answer.item,Answer.leftpic,Answer.rightpic,Approve,Reject
3GITHABACYCKNQ2K9TQ03QQ089Z2N3,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3907X2AHF1WNDVCQFA8UVZRHGRJP2X,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:37:49 PST 2017,Thu Feb 23 10:38:02 PST 2017,Thu Mar 02 10:38:02 PST 2017,,,,13,0% (0/0),0% (0/0),0% (0/0),1,BASKET,BASKET,4,Atypical,atyp,sim,4,Atypical_BASKET.tga,BASKET_atyp_sim4.tga,BASKET_atyp_sim4.tga,Atypical_BASKET.tga,Atypical_BASKET_atyp_sim4.bmp,BRIEFCASE,BRIEFCASE,8,Typical,typ,dis,2,Typical_BRIEFCASE.tga,BRIEFCASE_typ_dis2.tga,BRIEFCASE_typ_dis2.tga,Typical_BRIEFCASE.tga,Typical_BRIEFCASE_typ_dis2.bmp,BICYCLE,BICYCLE,6,Typical,atyp,sim,1,Typical_BICYCLE.tga,BICYCLE_atyp_sim1.tga,BICYCLE_atyp_sim1.tga,Typical_BICYCLE.tga,Typical_BICYCLE_atyp_sim1.bmp,STAPLER,STAPLER,35,Typical,atyp,sim,3,Typical_STAPLER.tga,STAPLER_atyp_sim3.tga,Typical_STAPLER.tga,STAPLER_atyp_sim3.tga,Typical_STAPLER_atyp_sim3.bmp,atyp|typ|atyp|atyp,4|2|1|3,1|1|1|1,sim|dis|sim|sim,Atypical|Typical|Typical|Typical,Atypical_BASKET.tga|Typical_BRIEFCASE.tga|Typical_BICYCLE.tga|Typical_STAPLER.tga,BASKET|BRIEFCASE|BICYCLE|STAPLER,Atypical_BASKET_atyp_sim4.bmp|Typical_BRIEFCASE_typ_dis2.bmp|Typical_BICYCLE_atyp_sim1.bmp|Typical_STAPLER_atyp_sim3.bmp,BASKET_atyp_sim4.tga|BRIEFCASE_typ_dis2.tga|BICYCLE_atyp_sim1.tga|STAPLER_atyp_sim3.tga,BASKET|BRIEFCASE|BICYCLE|STAPLER,4,2,6,4,4|8|6|35,BASKET_atyp_sim4.tga|BRIEFCASE_typ_dis2.tga|BICYCLE_atyp_sim1.tga|Typical_STAPLER.tga,Atypical_BASKET.tga|Typical_BRIEFCASE.tga|Typical_BICYCLE.tga|STAPLER_atyp_sim3.tga,,
3SSN80MU8CFKG0KE05JD1O3SRNUXK3,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3DPNQGW4LM6P63984SS9IEXY50Q463,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:38:18 PST 2017,Thu Feb 23 10:38:35 PST 2017,Thu Mar 02 10:38:35 PST 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),1,STAPLER,STAPLER,35,Atypical,atyp,sim,2,Atypical_STAPLER.tga,STAPLER_atyp_sim2.tga,Atypical_STAPLER.tga,STAPLER_atyp_sim2.tga,Atypical_STAPLER_atyp_sim2.bmp,IRON,IRON,28,Typical,typ,dis,2,Typical_IRON.tga,IRON_typ_dis2.tga,IRON_typ_dis2.tga,Typical_IRON.tga,Typical_IRON_typ_dis2.bmp,BENCH,BENCH,5,Typical,atyp,sim,3,Typical_BENCH.tga,BENCH_atyp_sim3.tga,Typical_BENCH.tga,BENCH_atyp_sim3.tga,Typical_BENCH_atyp_sim3.bmp,IRON,IRON,28,Atypical,typ,dis,1,Atypical_IRON.tga,IRON_typ_dis1.tga,IRON_typ_dis1.tga,Atypical_IRON.tga,Atypical_IRON_typ_dis1.bmp,atyp|typ|atyp|typ,2|2|3|1,1|1|1|1,sim|dis|sim|dis,Atypical|Typical|Typical|Atypical,Atypical_STAPLER.tga|Typical_IRON.tga|Typical_BENCH.tga|Atypical_IRON.tga,STAPLER|IRON|BENCH|IRON,Atypical_STAPLER_atyp_sim2.bmp|Typical_IRON_typ_dis2.bmp|Typical_BENCH_atyp_sim3.bmp|Atypical_IRON_typ_dis1.bmp,STAPLER_atyp_sim2.tga|IRON_typ_dis2.tga|BENCH_atyp_sim3.tga|IRON_typ_dis1.tga,STAPLER|IRON|BENCH|IRON,7,2,5,4,35|28|5|28,Atypical_STAPLER.tga|IRON_typ_dis2.tga|Typical_BENCH.tga|IRON_typ_dis1.tga,STAPLER_atyp_sim2.tga|Typical_IRON.tga|BENCH_atyp_sim3.tga|Atypical_IRON.tga,,
3LCXHSGDLTX9YJ65A92N4L9VSBWSE6,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3M0NZ3JDP2P9QWXJK28UK4W7A0I5Z0,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:40:12 PST 2017,Thu Feb 23 10:40:23 PST 2017,Thu Mar 02 10:40:23 PST 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),1,GRENADE,GRENADE,23,Typical,atyp,dis,2,Typical_GRENADE.tga,GRENADE_atyp_dis2.tga,Typical_GRENADE.tga,GRENADE_atyp_dis2.tga,Typical_GRENADE_atyp_dis2.bmp,BENCH,BENCH,5,Atypical,atyp,sim,2,Atypical_BENCH.tga,BENCH_atyp_sim2.tga,Atypical_BENCH.tga,BENCH_atyp_sim2.tga,Atypical_BENCH_atyp_sim2.bmp,DRILL,DRILL,18,Typical,typ,dis,2,Typical_DRILL.tga,DRILL_typ_dis2.tga,DRILL_typ_dis2.tga,Typical_DRILL.tga,Typical_DRILL_typ_dis2.bmp,AXE,AXE,2,Atypical,atyp,dis,3,Atypical_AXE.tga,AXE_atyp_dis3.tga,AXE_atyp_dis3.tga,Atypical_AXE.tga,Atypical_AXE_atyp_dis3.bmp,atyp|atyp|typ|atyp,2|2|2|3,1|1|1|1,dis|sim|dis|dis,Typical|Atypical|Typical|Atypical,Typical_GRENADE.tga|Atypical_BENCH.tga|Typical_DRILL.tga|Atypical_AXE.tga,GRENADE|BENCH|DRILL|AXE,Typical_GRENADE_atyp_dis2.bmp|Atypical_BENCH_atyp_sim2.bmp|Typical_DRILL_typ_dis2.bmp|Atypical_AXE_atyp_dis3.bmp,GRENADE_atyp_dis2.tga|BENCH_atyp_sim2.tga|DRILL_typ_dis2.tga|AXE_atyp_dis3.tga,GRENADE|BENCH|DRILL|AXE,4,2,1,1,23|5|18|2,Typical_GRENADE.tga|Atypical_BENCH.tga|DRILL_typ_dis2.tga|AXE_atyp_dis3.tga,GRENADE_atyp_dis2.tga|BENCH_atyp_sim2.tga|Typical_DRILL.tga|Atypical_AXE.tga,,
3UYRNV2KITQV9549PAZ1DH33U9QN8Q,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3PS7W85Z80TW57QWH0WTAW0SB0F9TF,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:38:48 PST 2017,Thu Feb 23 10:39:15 PST 2017,Thu Mar 02 10:39:15 PST 2017,,,,27,0% (0/0),0% (0/0),0% (0/0),1,HEADPHONES,HEADPHONES,26,Atypical,typ,dis,5,Atypical_HEADPHONES.tga,HEADPHONES_typ_dis5.tga,HEADPHONES_typ_dis5.tga,Atypical_HEADPHONES.tga,Atypical_HEADPHONES_typ_dis5.bmp,CACTUS,CACTUS,9,Typical,typ,sim,5,Typical_CACTUS.tga,CACTUS_typ_sim5.tga,Typical_CACTUS.tga,CACTUS_typ_sim5.tga,Typical_CACTUS_typ_sim5.bmp,CAMERA,CAMERA,11,Typical,typ,sim,1,Typical_CAMERA.tga,CAMERA_typ_sim1.tga,Typical_CAMERA.tga,CAMERA_typ_sim1.tga,Typical_CAMERA_typ_sim1.bmp,CAMERA,CAMERA,11,Atypical,atyp,dis,5,Atypical_CAMERA.tga,CAMERA_atyp_dis5.tga,Atypical_CAMERA.tga,CAMERA_atyp_dis5.tga,Atypical_CAMERA_atyp_dis5.bmp,typ|typ|typ|atyp,5|5|1|5,1|1|1|1,dis|sim|sim|dis,Atypical|Typical|Typical|Atypical,Atypical_HEADPHONES.tga|Typical_CACTUS.tga|Typical_CAMERA.tga|Atypical_CAMERA.tga,HEADPHONES|CACTUS|CAMERA|CAMERA,Atypical_HEADPHONES_typ_dis5.bmp|Typical_CACTUS_typ_sim5.bmp|Typical_CAMERA_typ_sim1.bmp|Atypical_CAMERA_atyp_dis5.bmp,HEADPHONES_typ_dis5.tga|CACTUS_typ_sim5.tga|CAMERA_typ_sim1.tga|CAMERA_atyp_dis5.tga,HEADPHONES|CACTUS|CAMERA|CAMERA,1,6,4,2,26|9|11|11,HEADPHONES_typ_dis5.tga|Typical_CACTUS.tga|Typical_CAMERA.tga|Atypical_CAMERA.tga,Atypical_HEADPHONES.tga|CACTUS_typ_sim5.tga|CAMERA_typ_sim1.tga|CAMERA_atyp_dis5.tga,,
3GS542CVJVERXLHDQ29TJWYSNU9598,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,35H6S234SBR72MD8IXBJN63C5WL569,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:39:16 PST 2017,Thu Feb 23 10:39:33 PST 2017,Thu Mar 02 10:39:33 PST 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),1,SWORD,SWORD,36,Typical,atyp,sim,1,Typical_SWORD.tga,SWORD_atyp_sim1.tga,SWORD_atyp_sim1.tga,Typical_SWORD.tga,Typical_SWORD_atyp_sim1.bmp,BRIEFCASE,BRIEFCASE,8,Atypical,typ,dis,1,Atypical_BRIEFCASE.tga,BRIEFCASE_typ_dis1.tga,BRIEFCASE_typ_dis1.tga,Atypical_BRIEFCASE.tga,Atypical_BRIEFCASE_typ_dis1.bmp,LEAF,LEAF,30,Atypical,typ,sim,2,Atypical_LEAF.tga,LEAF_typ_sim2.tga,LEAF_typ_sim2.tga,Atypical_LEAF.tga,Atypical_LEAF_typ_sim2.bmp,HAMMER,HAMMER,24,Typical,atyp,sim,5,Typical_HAMMER.tga,HAMMER_atyp_sim5.tga,HAMMER_atyp_sim5.tga,Typical_HAMMER.tga,Typical_HAMMER_atyp_sim5.bmp,atyp|typ|typ|atyp,1|1|2|5,1|1|1|1,sim|dis|sim|sim,Typical|Atypical|Atypical|Typical,Typical_SWORD.tga|Atypical_BRIEFCASE.tga|Atypical_LEAF.tga|Typical_HAMMER.tga,SWORD|BRIEFCASE|LEAF|HAMMER,Typical_SWORD_atyp_sim1.bmp|Atypical_BRIEFCASE_typ_dis1.bmp|Atypical_LEAF_typ_sim2.bmp|Typical_HAMMER_atyp_sim5.bmp,SWORD_atyp_sim1.tga|BRIEFCASE_typ_dis1.tga|LEAF_typ_sim2.tga|HAMMER_atyp_sim5.tga,SWORD|BRIEFCASE|LEAF|HAMMER,6,1,1,5,36|8|30|24,SWORD_atyp_sim1.tga|BRIEFCASE_typ_dis1.tga|LEAF_typ_sim2.tga|HAMMER_atyp_sim5.tga,Typical_SWORD.tga|Atypical_BRIEFCASE.tga|Atypical_LEAF.tga|Typical_HAMMER.tga,,
3XBXDSS888AV062WL5VEGOG7GNZXL6,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3OXV7EAXLFH4O7Q44ENQ895SR0U36H,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:39:34 PST 2017,Thu Feb 23 10:40:00 PST 2017,Thu Mar 02 10:40:00 PST 2017,,,,26,0% (0/0),0% (0/0),0% (0/0),1,FLOWER,FLOWER,21,Typical,typ,sim,1,Typical_FLOWER.tga,FLOWER_typ_sim1.tga,Typical_FLOWER.tga,FLOWER_typ_sim1.tga,Typical_FLOWER_typ_sim1.bmp,HAMMER,HAMMER,24,Atypical,atyp,sim,4,Atypical_HAMMER.tga,HAMMER_atyp_sim4.tga,HAMMER_atyp_sim4.tga,Atypical_HAMMER.tga,Atypical_HAMMER_atyp_sim4.bmp,TAPE DISPENSER,TAPE,38,Typical,typ,dis,2,Typical_TAPE.tga,TAPE_typ_dis2.tga,TAPE_typ_dis2.tga,Typical_TAPE.tga,Typical_TAPE_typ_dis2.bmp,BASKET,BASKET,4,Typical,atyp,sim,5,Typical_BASKET.tga,BASKET_atyp_sim5.tga,BASKET_atyp_sim5.tga,Typical_BASKET.tga,Typical_BASKET_atyp_sim5.bmp,typ|atyp|typ|atyp,1|4|2|5,1|1|1|1,sim|sim|dis|sim,Typical|Atypical|Typical|Typical,Typical_FLOWER.tga|Atypical_HAMMER.tga|Typical_TAPE.tga|Typical_BASKET.tga,FLOWER|HAMMER|TAPE DISPENSER|BASKET,Typical_FLOWER_typ_sim1.bmp|Atypical_HAMMER_atyp_sim4.bmp|Typical_TAPE_typ_dis2.bmp|Typical_BASKET_atyp_sim5.bmp,FLOWER_typ_sim1.tga|HAMMER_atyp_sim4.tga|TAPE_typ_dis2.tga|BASKET_atyp_sim5.tga,FLOWER|HAMMER|TAPE|BASKET,2,5,2,3,21|24|38|4,Typical_FLOWER.tga|HAMMER_atyp_sim4.tga|TAPE_typ_dis2.tga|BASKET_atyp_sim5.tga,FLOWER_typ_sim1.tga|Atypical_HAMMER.tga|Typical_TAPE.tga|Typical_BASKET.tga,,
337F8MIIMZ4R58P0C17QLTRLKUK04M,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3LYA37P8IREGQHF6LBWX0B8MGNQBKK,A1TTA3N401CZTS,Submitted,Thu Feb 23 10:37:03 PST 2017,Thu Feb 23 10:37:22 PST 2017,Thu Mar 02 10:37:22 PST 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),1,WRENCH,WRENCH,40,Typical,typ,sim,3,Typical_WRENCH.tga,WRENCH_typ_sim3.tga,WRENCH_typ_sim3.tga,Typical_WRENCH.tga,Typical_WRENCH_typ_sim3.bmp,APPLE,APPLE,1,Atypical,atyp,dis,5,Atypical_APPLE.tga,APPLE_atyp_dis5.tga,Atypical_APPLE.tga,APPLE_atyp_dis5.tga,Atypical_APPLE_atyp_dis5.bmp,HEADPHONES2,HEADPHONES,26,Typical,atyp,sim,1,Typical_HEADPHONES.tga,HEADPHONES_atyp_sim1.tga,HEADPHONES_atyp_sim1.tga,Typical_HEADPHONES.tga,Typical_HEADPHONES_atyp_sim1.bmp,CUP,CUP,15,Typical,atyp,sim,3,Typical_CUP.tga,CUP_atyp_sim3.tga,Typical_CUP.tga,CUP_atyp_sim3.tga,Typical_CUP_atyp_sim3.bmp,typ|atyp|atyp|atyp,3|5|1|3,1|1|1|1,sim|dis|sim|sim,Typical|Atypical|Typical|Typical,Typical_WRENCH.tga|Atypical_APPLE.tga|Typical_HEADPHONES.tga|Typical_CUP.tga,WRENCH|APPLE|HEADPHONES2|CUP,Typical_WRENCH_typ_sim3.bmp|Atypical_APPLE_atyp_dis5.bmp|Typical_HEADPHONES_atyp_sim1.bmp|Typical_CUP_atyp_sim3.bmp,WRENCH_typ_sim3.tga|APPLE_atyp_dis5.tga|HEADPHONES_atyp_sim1.tga|CUP_atyp_sim3.tga,WRENCH|APPLE|HEADPHONES|CUP,7,5,5,5,40|1|26|15,WRENCH_typ_sim3.tga|Atypical_APPLE.tga|HEADPHONES_atyp_sim1.tga|Typical_CUP.tga,Typical_WRENCH.tga|APPLE_atyp_dis5.tga|Typical_HEADPHONES.tga|CUP_atyp_sim3.tga,,
3EFNPKWBMSF6NC6WCN27BOZF6UO031,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3KGTPGBS6YC050KMWW7O55EGO8C2U7,A2GOJCVBYZ6H75,Submitted,Thu Feb 23 10:39:16 PST 2017,Thu Feb 23 10:39:33 PST 2017,Thu Mar 02 10:39:33 PST 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),1,FLOWER,FLOWER,21,Atypical,atyp,dis,5,Atypical_FLOWER.tga,FLOWER_atyp_dis5.tga,Atypical_FLOWER.tga,FLOWER_atyp_dis5.tga,Atypical_FLOWER_atyp_dis5.bmp,CLOCK,CLOCK,14,Atypical,atyp,sim,4,Atypical_CLOCK.tga,CLOCK_atyp_sim4.tga,CLOCK_atyp_sim4.tga,Atypical_CLOCK.tga,Atypical_CLOCK_atyp_sim4.bmp,GRENADE,GRENADE,23,Atypical,atyp,dis,1,Atypical_GRENADE.tga,GRENADE_atyp_dis1.tga,Atypical_GRENADE.tga,GRENADE_atyp_dis1.tga,Atypical_GRENADE_atyp_dis1.bmp,SCISSORS,SCISSORS,34,Atypical,atyp,sim,4,Atypical_SCISSORS.tga,SCISSORS_atyp_sim4.tga,SCISSORS_atyp_sim4.tga,Atypical_SCISSORS.tga,Atypical_SCISSORS_atyp_sim4.bmp,atyp|atyp|atyp|atyp,5|4|1|4,1|1|1|1,dis|sim|dis|sim,Atypical|Atypical|Atypical|Atypical,Atypical_FLOWER.tga|Atypical_CLOCK.tga|Atypical_GRENADE.tga|Atypical_SCISSORS.tga,FLOWER|CLOCK|GRENADE|SCISSORS,Atypical_FLOWER_atyp_dis5.bmp|Atypical_CLOCK_atyp_sim4.bmp|Atypical_GRENADE_atyp_dis1.bmp|Atypical_SCISSORS_atyp_sim4.bmp,FLOWER_atyp_dis5.tga|CLOCK_atyp_sim4.tga|GRENADE_atyp_dis1.tga|SCISSORS_atyp_sim4.tga,FLOWER|CLOCK|GRENADE|SCISSORS,1,3,1,1,21|14|23|34,Atypical_FLOWER.tga|CLOCK_atyp_sim4.tga|Atypical_GRENADE.tga|SCISSORS_atyp_sim4.tga,FLOWER_atyp_dis5.tga|Atypical_CLOCK.tga|GRENADE_atyp_dis1.tga|Atypical_SCISSORS.tga,,
3TRB893CSJ1LZZI4S1U09XYBIDZ7GG,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,37M28K1J0R4GWN4WXCWP4LO3JG6AJQ,A2GOJCVBYZ6H75,Submitted,Thu Feb 23 10:39:46 PST 2017,Thu Feb 23 10:39:57 PST 2017,Thu Mar 02 10:39:57 PST 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),1,DOORKNOB,DOORKNOB,17,Typical,typ,dis,4,Typical_DOORKNOB.tga,DOORKNOB_typ_dis4.tga,Typical_DOORKNOB.tga,DOORKNOB_typ_dis4.tga,Typical_DOORKNOB_typ_dis4.bmp,PIPE,PIPE,31,Typical,typ,sim,1,Typical_PIPE.tga,PIPE_typ_sim1.tga,Typical_PIPE.tga,PIPE_typ_sim1.tga,Typical_PIPE_typ_sim1.bmp,HELMET,HELMET,27,Atypical,typ,dis,3,Atypical_HELMET.tga,HELMET_typ_dis3.tga,Atypical_HELMET.tga,HELMET_typ_dis3.tga,Atypical_HELMET_typ_dis3.bmp,CANDLE,CANDLE,12,Typical,atyp,dis,4,Typical_CANDLE.tga,CANDLE_atyp_dis4.tga,CANDLE_atyp_dis4.tga,Typical_CANDLE.tga,Typical_CANDLE_atyp_dis4.bmp,typ|typ|typ|atyp,4|1|3|4,1|1|1|1,dis|sim|dis|dis,Typical|Typical|Atypical|Typical,Typical_DOORKNOB.tga|Typical_PIPE.tga|Atypical_HELMET.tga|Typical_CANDLE.tga,DOORKNOB|PIPE|HELMET|CANDLE,Typical_DOORKNOB_typ_dis4.bmp|Typical_PIPE_typ_sim1.bmp|Atypical_HELMET_typ_dis3.bmp|Typical_CANDLE_atyp_dis4.bmp,DOORKNOB_typ_dis4.tga|PIPE_typ_sim1.tga|HELMET_typ_dis3.tga|CANDLE_atyp_dis4.tga,DOORKNOB|PIPE|HELMET|CANDLE,1,1,1,1,17|31|27|12,Typical_DOORKNOB.tga|Typical_PIPE.tga|Atypical_HELMET.tga|CANDLE_atyp_dis4.tga,DOORKNOB_typ_dis4.tga|PIPE_typ_sim1.tga|HELMET_typ_dis3.tga|Typical_CANDLE.tga,,
3UL5XDRDNCARJGY3LA3FJ03H3OR58J,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3EKVH9QMEZVEOY90A1HZV5AS28HD28,A2GOJCVBYZ6H75,Submitted,Thu Feb 23 10:39:57 PST 2017,Thu Feb 23 10:40:11 PST 2017,Thu Mar 02 10:40:11 PST 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),1,BAG,BAG,3,Typical,atyp,dis,2,Typical_BAG.tga,BAG_atyp_dis2.tga,Typical_BAG.tga,BAG_atyp_dis2.tga,Typical_BAG_atyp_dis2.bmp,CHAIR,CHAIR,13,Atypical,atyp,dis,1,Atypical_CHAIR.tga,CHAIR_atyp_dis1.tga,Atypical_CHAIR.tga,CHAIR_atyp_dis1.tga,Atypical_CHAIR_atyp_dis1.bmp,LAMP,LAMP,29,Atypical,typ,sim,4,Atypical_LAMP.tga,LAMP_typ_sim4.tga,Atypical_LAMP.tga,LAMP_typ_sim4.tga,Atypical_LAMP_typ_sim4.bmp,CAKE,CAKE,10,Atypical,typ,sim,2,Atypical_CAKE.tga,CAKE_typ_sim2.tga,CAKE_typ_sim2.tga,Atypical_CAKE.tga,Atypical_CAKE_typ_sim2.bmp,atyp|atyp|typ|typ,2|1|4|2,1|1|1|1,dis|dis|sim|sim,Typical|Atypical|Atypical|Atypical,Typical_BAG.tga|Atypical_CHAIR.tga|Atypical_LAMP.tga|Atypical_CAKE.tga,BAG|CHAIR|LAMP|CAKE,Typical_BAG_atyp_dis2.bmp|Atypical_CHAIR_atyp_dis1.bmp|Atypical_LAMP_typ_sim4.bmp|Atypical_CAKE_typ_sim2.bmp,BAG_atyp_dis2.tga|CHAIR_atyp_dis1.tga|LAMP_typ_sim4.tga|CAKE_typ_sim2.tga,BAG|CHAIR|LAMP|CAKE,1,1,1,1,3|13|29|10,Typical_BAG.tga|Atypical_CHAIR.tga|Atypical_LAMP.tga|CAKE_typ_sim2.tga,BAG_atyp_dis2.tga|CHAIR_atyp_dis1.tga|LAMP_typ_sim4.tga|Atypical_CAKE.tga,,
